is_addition,old_file_path,new_file_path,line_num,content
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,27,"*    Foundation"" must not be used to endorse or promote products derived"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,28,*    from this software without prior written permission. For written
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,29,"*    permission, please contact apache@apache.org."
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,31,"* 5. Products derived from this software may not be called ""Apache"""
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,32,"*    nor may ""Apache"" appear in their names without prior written"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,33,*    permission of the Apache Software Foundation.
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,35,* THIS SOFTWARE IS PROVIDED ``AS IS'' AND ANY EXPRESSED OR IMPLIED
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,36,"* WARRANTIES, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,37,* OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE ARE
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,38,* DISCLAIMED.  IN NO EVENT SHALL THE APACHE SOFTWARE FOUNDATION OR
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,39,"* ITS CONTRIBUTORS BE LIABLE FOR ANY DIRECT, INDIRECT, INCIDENTAL,"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,40,"* SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES (INCLUDING, BUT NOT"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,41,"* LIMITED TO, PROCUREMENT OF SUBSTITUTE GOODS OR SERVICES; LOSS OF"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,42,"* USE, DATA, OR PROFITS; OR BUSINESS INTERRUPTION) HOWEVER CAUSED AND"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,43,"* ON ANY THEORY OF LIABILITY, WHETHER IN CONTRACT, STRICT LIABILITY,"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,44,* OR TORT (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,45,"* OF THE USE OF THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,46,* SUCH DAMAGE.
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,49,* This software consists of voluntary contributions made by many
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,50,* individuals on behalf of the Apache Software Foundation.  For more
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,51,"* information on the Apache Software Foundation, please see"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,52,* <http://www.apache.org/>.
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,54,// package org.apache.commons.lang.builder
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,56,package org.apache.commons.lang.builder;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,57,import java.util.ArrayList;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,58,import java.util.HashMap;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,60,import junit.framework.Test;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,61,import junit.framework.TestCase;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,62,import junit.framework.TestSuite;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,63,import junit.textui.TestRunner;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,65,* Unit tests {@link org.apache.commons.lang.ToStringStyle}.
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,67,"* @author <a href=""mailto:scolebourne@joda.org"">Stephen Colebourne</a>"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,68,"* @version $Id: DefaultToStringStyleTest.java,v 1.1 2002/09/17 22:07:50 scolebourne Exp $"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,70,public class DefaultToStringStyleTest extends TestCase {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,72,private final Integer base = new Integer(5);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,73,"private final String baseStr = base.getClass().getName() + ""@"" + Integer.toHexString(System.identityHashCode(base));"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,75,public DefaultToStringStyleTest(String name) {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,76,super(name);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,79,public static void main(String[] args) {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,80,TestRunner.run(suite());
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,83,public static Test suite() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,84,TestSuite suite = new TestSuite(DefaultToStringStyleTest.class);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,85,"suite.setName(""DefaultToStringStyle Tests"");"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,86,return suite;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,89,protected void setUp() throws Exception {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,90,super.setUp();
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,91,ToStringBuilder.setDefaultStyle(ToStringStyle.DEFAULT_STYLE);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,94,protected void tearDown() throws Exception {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,95,super.tearDown();
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,96,ToStringBuilder.setDefaultStyle(ToStringStyle.DEFAULT_STYLE);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,101,public void testBlank() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,102,"assertEquals(baseStr + ""[]"", new ToStringBuilder(base).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,105,public void testObject() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,106,Integer i3 = new Integer(3);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,107,Integer i4 = new Integer(4);
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,108,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append((Object) null).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,109,"assertEquals(baseStr + ""[3]"", new ToStringBuilder(base).append(i3).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,110,"assertEquals(baseStr + ""[a=<null>]"", new ToStringBuilder(base).append(""a"", (Object) null).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,111,"assertEquals(baseStr + ""[a=3]"", new ToStringBuilder(base).append(""a"", i3).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,112,"assertEquals(baseStr + ""[a=3,b=4]"", new ToStringBuilder(base).append(""a"", i3).append(""b"", i4).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,113,"assertEquals(baseStr + ""[a=<Integer>]"", new ToStringBuilder(base).append(""a"", i3, false).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,114,"assertEquals(baseStr + ""[a=<size=0>]"", new ToStringBuilder(base).append(""a"", new ArrayList(), false).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,115,"assertEquals(baseStr + ""[a=[]]"", new ToStringBuilder(base).append(""a"", new ArrayList(), true).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,116,"assertEquals(baseStr + ""[a=<size=0>]"", new ToStringBuilder(base).append(""a"", new HashMap(), false).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,117,"assertEquals(baseStr + ""[a={}]"", new ToStringBuilder(base).append(""a"", new HashMap(), true).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,118,"assertEquals(baseStr + ""[a=<size=0>]"", new ToStringBuilder(base).append(""a"", (Object) new String[0], false).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,119,"assertEquals(baseStr + ""[a={}]"", new ToStringBuilder(base).append(""a"", (Object) new String[0], true).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,122,public void testLong() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,123,"assertEquals(baseStr + ""[3]"", new ToStringBuilder(base).append(3L).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,124,"assertEquals(baseStr + ""[a=3]"", new ToStringBuilder(base).append(""a"", 3L).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,125,"assertEquals(baseStr + ""[a=3,b=4]"", new ToStringBuilder(base).append(""a"", 3L).append(""b"", 4L).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,128,public void testObjectArray() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,129,"Object[] array = new Object[] {null, base, new int[] {3, 6}};"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,130,"assertEquals(baseStr + ""[{<null>,5,{3,6}}]"", new ToStringBuilder(base).append(array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,131,"assertEquals(baseStr + ""[{<null>,5,{3,6}}]"", new ToStringBuilder(base).append((Object) array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,132,array = null;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,133,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append(array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,134,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append((Object) array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,137,public void testLongArray() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,138,"long[] array = new long[] {1, 2, -3, 4};"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,139,"assertEquals(baseStr + ""[{1,2,-3,4}]"", new ToStringBuilder(base).append(array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,140,"assertEquals(baseStr + ""[{1,2,-3,4}]"", new ToStringBuilder(base).append((Object) array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,141,array = null;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,142,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append(array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,143,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append((Object) array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,146,public void testLongArrayArray() {
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,147,"long[][] array = new long[][] {{1, 2}, null, {5}};"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,148,"assertEquals(baseStr + ""[{{1,2},<null>,{5}}]"", new ToStringBuilder(base).append(array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,149,"assertEquals(baseStr + ""[{{1,2},<null>,{5}}]"", new ToStringBuilder(base).append((Object) array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,150,array = null;
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,151,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append(array).toString());"
True,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,src/test/org/apache/commons/lang/builder/DefaultToStringStyleTest.java,152,"assertEquals(baseStr + ""[<null>]"", new ToStringBuilder(base).append((Object) array).toString());"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,2,"* The Apache Software License, Version 1.1"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,4,* Copyright (c) 2002 The Apache Software Foundation.  All rights
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,5,* reserved.
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,7,"* Redistribution and use in source and binary forms, with or without"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,8,"* modification, are permitted provided that the following conditions"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,9,* are met:
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,11,* 1. Redistributions of source code must retain the above copyright
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,12,"*    notice, this list of conditions and the following disclaimer."
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,14,* 2. Redistributions in binary form must reproduce the above copyright
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,15,"*    notice, this list of conditions and the following disclaimer in"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,16,*    the documentation and/or other materials provided with the
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,17,*    distribution.
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,19,"* 3. The end-user documentation included with the redistribution, if"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,20,"*    any, must include the following acknowlegement:"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,21,"*       ""This product includes software developed by the"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,22,"*        Apache Software Foundation (http://www.apache.org/)."""
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,23,"*    Alternately, this acknowlegement may appear in the software itself,"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,24,*    if and wherever such third-party acknowlegements normally appear.
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,26,"* 4. The names ""The Jakarta Project"", ""Commons"", and ""Apache Software"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,27,"*    Foundation"" must not be used to endorse or promote products derived"
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,28,*    from this software without prior written permission. For written
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,29,"*    permission, please contact apache@apache.org."
True,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,src/test/org/apache/commons/lang/builder/MultiLineToStringStyleTest.java,31,"* 5. Products derived from this software may not be called ""Apache"""
